Player_Name,PosPLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
Marvin Bagley III,,2024-25,00,1610612764,WAS,26.0,19,1,8.789473684210526,2.0,3.736842105263158,0.535,0.10526315789473684,0.5263157894736842,0.2,0.7894736842105263,1.2105263157894737,0.652,1.4210526315789473,1.5263157894736843,2.9473684210526314,0.3684210526315789,0.3684210526315789,0.2631578947368421,0.5789473684210527,0.631578947368421,4.894736842105263
Patrick Baldwin Jr.,,2024-25,00,1610612764,WAS,22.0,22,0,4.590909090909091,0.7727272727272727,1.5,0.515,0.5,0.9545454545454546,0.524,0.09090909090909091,0.18181818181818182,0.5,0.22727272727272727,0.7727272727272727,1.0,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.22727272727272727,0.22727272727272727,2.1363636363636362
LaMelo Ball,,2024-25,00,1610612766,CHA,23.0,45,45,32.044444444444444,8.688888888888888,21.57777777777778,0.403,3.8666666666666667,11.422222222222222,0.339,4.111111111111111,4.911111111111111,0.837,1.0222222222222221,4.044444444444444,5.066666666666666,7.2444444444444445,1.1555555555555554,0.28888888888888886,3.511111111111111,3.2888888888888888,25.355555555555554
Lonzo Ball,,2024-25,00,1610612741,CHI,27.0,35,14,22.2,2.5428571428571427,6.942857142857143,0.366,1.9142857142857144,5.571428571428571,0.344,0.6285714285714286,0.7714285714285715,0.815,0.7142857142857143,2.657142857142857,3.3714285714285714,3.2857142857142856,1.3428571428571427,0.4857142857142857,1.1714285714285715,1.5714285714285714,7.628571428571429
Mo Bamba,,2024-25,00,1610612746,LAC,26.0,28,2,12.571428571428571,1.7142857142857142,3.6785714285714284,0.466,0.5357142857142857,1.7857142857142858,0.3,0.6071428571428571,0.8928571428571429,0.68,0.9285714285714286,3.357142857142857,4.285714285714286,0.5714285714285714,0.32142857142857145,1.0,0.6785714285714286,1.75,4.571428571428571
Paolo Banchero,,2024-25,00,1610612753,ORL,22.0,36,36,34.27777777777778,8.63888888888889,19.416666666666668,0.445,1.9444444444444444,5.944444444444445,0.327,6.027777777777778,8.36111111111111,0.721,1.1111111111111112,6.083333333333333,7.194444444444445,4.75,0.8333333333333334,0.6944444444444444,2.8055555555555554,2.1666666666666665,25.25
Desmond Bane,,2024-25,00,1610612763,MEM,26.0,58,57,31.70689655172414,7.086206896551724,14.568965517241379,0.486,2.2758620689655173,5.827586206896552,0.391,2.6379310344827585,3.0,0.879,0.9482758620689655,5.327586206896552,6.275862068965517,5.4655172413793105,1.1896551724137931,0.43103448275862066,2.5517241379310347,2.4482758620689653,19.086206896551722
Dalano Banton,,2024-25,00,1610612757,POR,25.0,55,0,14.745454545454546,2.672727272727273,6.472727272727273,0.413,1.018181818181818,2.8363636363636364,0.359,1.2,1.690909090909091,0.71,0.36363636363636365,1.4545454545454546,1.8181818181818181,2.0545454545454547,0.6545454545454545,0.43636363636363634,1.1454545454545455,0.7454545454545455,7.5636363636363635
Dominick Barlow,,2024-25,00,1610612737,ATL,21.0,23,3,9.695652173913043,1.608695652173913,3.260869565217391,0.493,0.21739130434782608,0.782608695652174,0.278,0.4782608695652174,0.7391304347826086,0.647,0.5652173913043478,1.3478260869565217,1.9130434782608696,0.391304347826087,0.30434782608695654,0.5652173913043478,0.13043478260869565,0.9565217391304348,3.9130434782608696
Harrison Barnes,,2024-25,00,1610612759,SAS,32.0,68,68,27.176470588235293,4.073529411764706,8.029411764705882,0.507,1.75,4.0588235294117645,0.431,1.8823529411764706,2.426470588235294,0.776,1.338235294117647,2.514705882352941,3.8529411764705883,1.661764705882353,0.35294117647058826,0.19117647058823528,0.5735294117647058,0.8970588235294118,11.779411764705882
